SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS,SEASON_YEAR
22014,1610612747,LAL,Los Angeles Lakers,0021400748,2015-02-06,LAL @ ORL,L,264,97,39,97,0.402,11,26,0.423,8,13,0.615,15,28,43,27,12,8,14,13,-6.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400736,2015-02-04,LAL @ MIL,L,266,105,39,93,0.419,9,28,0.321,18,25,0.72,18,35,53,22,3,2,16,25,-8.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400717,2015-02-01,LAL @ NYK,L,241,80,27,76,0.355,7,16,0.438,19,23,0.826,10,36,46,15,7,3,14,15,-12.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400695,2015-01-29,LAL vs. CHI,W,289,123,50,106,0.472,3,9,0.333,20,25,0.8,18,36,54,26,5,8,13,27,5.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400680,2015-01-27,LAL vs. WAS,L,240,92,37,87,0.425,5,20,0.25,13,16,0.813,8,30,38,17,9,4,11,19,-6.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400667,2015-01-25,LAL vs. HOU,L,240,87,34,79,0.43,1,13,0.077,18,25,0.72,13,40,53,20,4,2,21,18,-12.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400648,2015-01-23,LAL @ SAS,L,241,85,33,83,0.398,5,13,0.385,14,20,0.7,8,32,40,18,4,4,8,21,-14.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400632,2015-01-21,LAL @ NOP,L,239,80,28,77,0.364,6,20,0.3,18,21,0.857,10,31,41,16,12,4,16,21,-16.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400622,2015-01-19,LAL @ PHX,L,240,100,34,75,0.453,8,17,0.471,24,35,0.686,13,33,46,24,9,3,23,20,-15.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400597,2015-01-16,LAL @ UTA,L,239,85,31,65,0.477,3,7,0.429,20,27,0.741,8,34,42,7,6,5,19,9,-9.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400586,2015-01-15,LAL vs. CLE,L,239,102,39,76,0.513,8,24,0.333,16,23,0.696,8,27,35,26,4,1,11,26,-7.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400573,2015-01-13,LAL vs. MIA,L,239,75,29,92,0.315,4,23,0.174,13,18,0.722,13,33,46,20,10,3,12,14,-3.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400562,2015-01-11,LAL vs. POR,L,241,94,36,81,0.444,7,22,0.318,15,19,0.789,7,38,45,29,2,4,13,22,-12.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400548,2015-01-09,LAL vs. ORL,W,240,101,36,90,0.4,7,21,0.333,22,31,0.71,18,42,60,16,8,7,12,21,17.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400534,2015-01-07,LAL @ LAC,L,239,89,37,85,0.435,5,20,0.25,10,17,0.588,9,37,46,21,3,1,12,20,-25.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400517,2015-01-05,LAL @ POR,L,241,94,37,88,0.42,4,14,0.286,16,20,0.8,11,38,49,20,5,0,10,20,-4.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400508,2015-01-04,LAL vs. IND,W,241,88,27,71,0.38,6,18,0.333,28,30,0.933,5,32,37,14,8,3,11,20,1.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400494,2015-01-02,LAL vs. MEM,L,240,106,43,81,0.531,6,19,0.316,14,19,0.737,5,33,38,24,10,8,13,28,-3.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400471,2014-12-30,LAL @ DEN,W,240,111,40,76,0.526,14,25,0.56,17,26,0.654,4,38,42,31,6,4,18,20,8.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400458,2014-12-28,LAL vs. PHX,L,240,107,42,81,0.519,12,20,0.6,11,20,0.55,4,31,35,22,8,6,17,19,-9.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400439,2014-12-26,LAL @ DAL,L,240,98,36,99,0.364,11,29,0.379,15,20,0.75,24,39,63,20,8,6,16,23,-4.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400430,2014-12-25,LAL @ CHI,L,241,93,36,92,0.391,5,16,0.313,16,21,0.762,16,23,39,18,9,8,4,21,-20.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400426,2014-12-23,LAL vs. GSW,W,239,115,46,89,0.517,12,26,0.462,11,17,0.647,13,29,42,28,11,10,16,15,10.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400402,2014-12-21,LAL @ SAC,L,239,101,33,87,0.379,10,26,0.385,25,30,0.833,18,29,47,14,8,2,16,29,-7.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400392,2014-12-19,LAL vs. OKC,L,239,103,41,85,0.482,10,25,0.4,11,15,0.733,5,38,43,28,3,5,10,21,-1.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400356,2014-12-15,LAL @ IND,L,242,91,29,88,0.33,10,26,0.385,23,29,0.793,11,27,38,14,10,5,9,20,-19.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400351,2014-12-14,LAL @ MIN,W,240,100,34,81,0.42,5,17,0.294,27,34,0.794,11,34,45,22,10,5,11,17,6.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400339,2014-12-12,LAL @ SAS,W,265,112,44,96,0.458,12,24,0.5,12,15,0.8,14,35,49,27,11,4,14,19,2.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400315,2014-12-09,LAL vs. SAC,W,240,98,38,96,0.396,5,25,0.2,17,25,0.68,14,31,45,27,9,6,5,23,3.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400300,2014-12-07,LAL vs. NOP,L,241,87,36,90,0.4,5,19,0.263,10,15,0.667,7,27,34,18,4,6,7,15,-17.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400279,2014-12-05,LAL @ BOS,L,241,96,38,92,0.413,6,16,0.375,14,19,0.737,7,31,38,14,2,4,12,18,-17.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400264,2014-12-03,LAL @ WAS,L,239,95,33,85,0.388,12,29,0.414,17,21,0.81,9,34,43,16,8,6,13,20,-16.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400255,2014-12-02,LAL @ DET,W,240,106,39,81,0.481,10,17,0.588,18,24,0.75,12,35,47,25,9,6,14,26,10.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400248,2014-11-30,LAL vs. TOR,W,265,129,47,96,0.49,10,24,0.417,25,34,0.735,12,42,54,24,4,7,10,21,7.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400234,2014-11-28,LAL vs. MIN,L,240,119,48,89,0.539,8,21,0.381,15,22,0.682,12,23,35,27,12,1,14,22,-1.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400222,2014-11-26,LAL vs. MEM,L,241,93,33,81,0.407,8,19,0.421,19,24,0.792,12,30,42,16,6,9,11,18,-6.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400197,2014-11-23,LAL vs. DEN,L,265,94,33,89,0.371,3,24,0.125,25,34,0.735,9,41,50,15,10,6,13,28,-7.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400180,2014-11-21,LAL @ DAL,L,239,106,44,85,0.518,5,13,0.385,13,21,0.619,13,20,33,24,3,4,10,24,-34.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400169,2014-11-19,LAL @ HOU,W,241,98,37,91,0.407,5,20,0.25,19,23,0.826,14,33,47,17,8,3,13,18,6.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400155,2014-11-18,LAL @ ATL,W,240,114,47,87,0.54,6,17,0.353,14,22,0.636,13,31,44,24,7,0,11,24,5.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400145,2014-11-16,LAL vs. GSW,L,240,115,39,99,0.394,3,16,0.188,34,43,0.791,20,28,48,17,9,4,7,27,-21.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400131,2014-11-14,LAL vs. SAS,L,239,80,28,75,0.373,2,12,0.167,22,31,0.71,11,35,46,17,6,5,13,13,-13.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400114,2014-11-12,LAL @ NOP,L,240,102,35,84,0.417,7,21,0.333,25,32,0.781,11,27,38,15,8,5,9,14,-7.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400104,2014-11-11,LAL @ MEM,L,239,102,41,87,0.471,7,22,0.318,13,17,0.765,15,23,38,22,8,6,13,22,-5.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400097,2014-11-09,LAL vs. CHA,W,239,107,42,82,0.512,6,17,0.353,17,22,0.773,8,30,38,28,8,2,11,23,15.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400056,2014-11-04,LAL vs. PHX,L,239,106,35,88,0.398,6,16,0.375,30,41,0.732,18,31,49,16,7,8,12,25,-6.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400038,2014-11-01,LAL @ GSW,L,240,104,41,88,0.466,4,14,0.286,18,25,0.72,17,20,37,21,9,3,22,27,-23.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400026,2014-10-31,LAL vs. LAC,L,240,111,42,82,0.512,7,20,0.35,20,28,0.714,9,31,40,24,5,2,14,35,-7.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400013,2014-10-29,LAL @ PHX,L,240,99,37,86,0.43,4,13,0.308,21,25,0.84,12,26,38,20,9,3,13,18,-20.0,2014
22014,1610612747,LAL,Los Angeles Lakers,0021400003,2014-10-28,LAL vs. HOU,L,240,90,28,79,0.354,3,10,0.3,31,39,0.795,11,25,36,16,7,3,11,32,-18.0,2014
